buyer_id,age,gender,annual_income_usd,city_type,daily_commute_km,number_of_cars_owned,current_car_type,charging_stations_near_home,charging_stations_near_work,home_charging_possible,environmental_concern_level,subsidy_available,range_anxiety_level,will_buy_ev,age_group
EV01818,32,Male,30000.0,Suburban,68.2,2,Sedan,0,7,Yes,4,No,Low,No,31-40
EV01819,49,Female,80807.0,Urban,34.3,1,Sedan,2,17,Yes,1,Yes,Low,No,41-50
EV01820,42,Female,77350.0,Urban,73.9,2,Truck,14,19,No,5,No,Low,No,41-50
EV01821,68,Male,118904.0,Suburban,20.2,1,SUV,3,7,Yes,5,No,Low,No,61-70
EV01822,50,Female,36554.0,Urban,87.6,1,Truck,7,5,No,5,Yes,Medium,No,41-50
EV01823,32,Male,93872.0,Suburban,64.8,2,SUV,5,9,Yes,1,Yes,Low,No,31-40
EV01824,66,Male,125038.0,Suburban,72.3,1,Sedan,7,1,Yes,2,No,Low,No,61-70
EV01825,41,Female,52417.0,Suburban,38.0,2,SUV,4,4,Yes,4,Yes,Low,No,41-50
EV01826,67,Male,91211.0,Urban,52.1,1,Truck,14,18,Yes,2,No,Low,No,61-70
EV01827,36,Male,136057.0,Urban,39.6,1,Sedan,9,16,Yes,1,No,Low,No,31-40
EV01828,50,Female,87643.0,Urban,10.8,3,SUV,6,11,No,5,Yes,Medium,Yes,41-50
EV01829,46,Female,60318.0,Urban,77.2,2,Sedan,10,12,No,5,Yes,Low,No,41-50
EV01830,35,Male,69765.0,Urban,106.4,4,Hatchback,7,9,Yes,1,Yes,Low,No,31-40
EV01831,31,Male,72488.0,Urban,20.6,4,SUV,4,7,Yes,1,No,Low,No,31-40
EV01832,50,Female,92312.0,Suburban,33.9,1,SUV,5,6,Yes,1,Yes,Low,No,41-50
EV01833,45,Female,63694.0,Urban,65.2,2,Truck,8,18,Yes,2,Yes,Low,No,41-50
EV01834,50,Female,92573.0,Urban,33.6,1,Sedan,3,12,Yes,3,Yes,Low,Yes,41-50
EV01835,29,Female,99114.0,Rural,9.3,1,Sedan,2,2,Yes,1,Yes,Low,No,18-30
EV01836,49,Female,103348.0,Rural,65.2,1,SUV,1,2,Yes,1,No,Medium,No,41-50
EV01837,64,Female,48035.0,Suburban,51.2,1,Hatchback,6,3,Yes,3,No,Low,No,61-70
EV01838,36,Female,92492.0,Suburban,48.9,2,SUV,6,5,Yes,2,Yes,Low,No,31-40
EV01839,38,Female,32642.0,Urban,53.3,3,SUV,10,7,No,2,No,Low,No,31-40
EV01840,62,Male,95717.0,Urban,42.1,1,SUV,7,8,No,3,Yes,Low,Yes,61-70
EV01841,68,Other,165361.0,Suburban,35.3,1,Hatchback,6,8,Yes,3,Yes,Low,No,61-70
EV01842,41,Female,64411.0,Urban,61.4,1,SUV,12,3,No,3,Yes,Medium,No,41-50
EV01843,43,Female,80325.0,Suburban,52.4,2,Hatchback,5,9,Yes,4,Yes,Low,No,41-50
EV01844,25,Male,74793.0,Urban,29.0,2,Sedan,8,6,No,3,No,Medium,No,18-30
EV01845,43,Male,115141.0,Urban,5.0,3,SUV,2,3,No,4,No,Low,No,41-50
EV01846,36,Male,45398.0,Urban,34.2,4,Hatchback,3,6,No,1,Yes,Medium,No,31-40
EV01847,25,Male,64804.0,Urban,5.0,1,SUV,8,13,No,3,Yes,Low,No,18-30
EV01848,69,Male,34258.0,Urban,50.0,2,Sedan,4,3,No,5,Yes,Medium,No,61-70
EV01849,41,Female,131360.0,Rural,47.1,2,Sedan,1,3,Yes,1,Yes,Low,No,41-50
EV01850,44,Female,159929.0,Rural,22.2,3,SUV,0,3,Yes,3,Yes,Low,Yes,41-50
EV01851,40,Male,66265.0,Rural,5.0,2,SUV,1,1,Yes,2,No,Low,No,31-40
EV01852,45,Male,42364.0,Suburban,50.6,2,Hatchback,2,5,Yes,5,Yes,Low,No,41-50
EV01853,54,Female,52358.0,Rural,52.8,2,SUV,2,0,Yes,3,Yes,Low,No,51-60
EV01854,61,Female,43560.0,Rural,61.8,2,Sedan,2,3,No,4,Yes,Medium,No,61-70
EV01855,44,Female,45799.0,Rural,5.0,2,Sedan,2,2,Yes,2,Yes,Low,No,41-50
EV01856,63,Male,111441.0,Suburban,17.9,1,Truck,2,7,No,4,Yes,Medium,Yes,61-70
EV01857,32,Female,69968.0,Urban,32.8,2,SUV,5,9,No,5,No,Low,No,31-40
EV01858,59,Female,72047.0,Urban,13.8,1,Sedan,6,17,Yes,1,Yes,Low,No,51-60
EV01859,62,Female,98598.0,Suburban,30.8,1,SUV,3,1,Yes,3,No,Low,No,61-70
EV01860,65,Female,88365.0,Urban,11.9,1,SUV,3,11,No,4,No,Low,No,61-70
EV01861,29,Male,57558.0,Urban,49.8,2,Hatchback,14,5,Yes,3,Yes,Low,No,18-30
EV01862,60,Female,108763.0,Rural,40.8,1,SUV,2,2,Yes,4,Yes,Low,Yes,51-60
EV01863,49,Female,71057.0,Urban,8.6,2,Sedan,14,15,No,1,No,Low,No,41-50
EV01864,50,Male,105046.0,Suburban,14.4,1,Sedan,5,6,Yes,2,No,Low,No,41-50
EV01865,59,Female,114268.0,Rural,64.2,1,SUV,0,1,Yes,4,Yes,Low,Yes,51-60
EV01866,32,Male,132969.0,Rural,50.6,2,Hatchback,0,0,Yes,4,Yes,Low,No,31-40
EV01867,25,Male,143054.0,Urban,61.9,1,Hatchback,10,10,No,3,Yes,Low,No,18-30
EV01868,69,Female,87083.0,Urban,27.8,2,SUV,11,7,Yes,5,No,Low,No,61-70
EV01869,50,Male,114010.0,Rural,56.9,2,Hatchback,1,2,Yes,3,Yes,Low,No,41-50
EV01870,39,Female,62134.0,Urban,82.8,1,Sedan,4,5,No,5,Yes,Medium,No,31-40
EV01871,31,Male,103706.0,Urban,22.3,2,SUV,8,18,Yes,4,No,Low,No,31-40
EV01872,37,Male,48026.0,Suburban,22.6,2,Sedan,7,2,No,3,No,High,No,31-40
EV01873,43,Female,30000.0,Suburban,13.0,1,SUV,2,2,No,1,Yes,Medium,No,41-50
EV01874,49,Male,101413.0,Suburban,69.9,3,Sedan,7,7,Yes,1,No,Low,No,41-50
EV01875,57,Male,100740.0,Urban,7.0,2,SUV,10,18,Yes,4,No,Low,Yes,51-60
EV01876,54,Other,105293.0,Suburban,15.1,1,Sedan,3,4,Yes,1,No,Low,No,51-60
EV01877,29,Female,73479.0,Rural,57.8,3,Sedan,0,0,Yes,5,No,Low,No,18-30
EV01878,31,Male,135625.0,Urban,31.0,2,Sedan,10,4,Yes,4,Yes,Low,Yes,31-40
EV01879,67,Female,94664.0,Urban,10.6,1,SUV,8,8,Yes,2,Yes,Low,No,61-70
EV01880,28,Female,94724.0,Suburban,53.9,3,Hatchback,2,6,Yes,5,No,Low,No,18-30
EV01881,49,Male,87808.0,Urban,58.1,4,Hatchback,7,3,No,5,Yes,Medium,No,41-50
EV01882,60,Female,145644.0,Urban,60.3,1,Sedan,6,4,Yes,5,Yes,Low,Yes,51-60
EV01883,25,Male,80108.0,Rural,29.4,4,Hatchback,0,2,Yes,3,Yes,Low,No,18-30
EV01884,28,Female,35771.0,Urban,61.4,2,Hatchback,14,7,No,3,No,Low,No,18-30
EV01885,54,Female,30000.0,Rural,5.0,1,Sedan,0,0,Yes,4,No,Low,No,51-60
EV01886,40,Female,112404.0,Urban,32.2,2,Hatchback,13,13,No,3,Yes,Low,No,31-40
EV01887,33,Male,30000.0,Urban,59.9,1,Sedan,12,6,Yes,3,No,Low,No,31-40
EV01888,29,Female,87626.0,Urban,64.6,3,Sedan,11,13,No,4,No,Medium,No,18-30
EV01889,52,Male,104685.0,Urban,26.3,3,SUV,5,9,Yes,3,Yes,Low,No,51-60
EV01890,41,Male,121791.0,Suburban,51.5,1,SUV,2,3,Yes,1,Yes,Low,No,41-50
EV01891,44,Female,84555.0,Urban,65.0,4,Sedan,6,15,No,2,Yes,Medium,No,41-50
EV01892,36,Female,59647.0,Urban,13.1,1,Sedan,9,12,No,5,Yes,Low,Yes,31-40
EV01893,69,Female,81952.0,Urban,59.8,2,SUV,3,9,No,2,Yes,Low,No,61-70
EV01894,31,Female,90411.0,Rural,31.8,1,SUV,1,2,Yes,1,No,Low,No,31-40
EV01895,59,Female,51663.0,Rural,69.7,2,Hatchback,0,0,No,3,No,High,No,51-60
EV01896,64,Male,46945.0,Urban,5.0,1,SUV,8,3,No,3,Yes,Medium,No,61-70
EV01897,32,Female,84708.0,Suburban,57.3,2,Sedan,5,8,Yes,2,Yes,Low,No,31-40
EV01898,51,Female,48967.0,Suburban,60.4,2,Sedan,0,3,Yes,1,No,Low,No,51-60
EV01899,52,Female,78879.0,Urban,75.9,1,Hatchback,12,14,Yes,4,Yes,Low,No,51-60
EV01900,50,Male,135852.0,Urban,23.5,1,Sedan,12,4,No,1,No,Low,No,41-50
EV01901,25,Male,82911.0,Rural,26.3,2,Hatchback,2,2,Yes,2,Yes,Low,No,18-30
EV01902,47,Female,30000.0,Suburban,48.8,2,Sedan,2,7,Yes,3,Yes,Low,Yes,41-50
EV01903,64,Male,148825.0,Urban,14.1,2,SUV,14,6,No,3,No,Low,No,61-70
EV01904,39,Female,67665.0,Urban,21.3,4,Hatchback,9,6,No,3,No,Low,No,31-40
EV01905,52,Male,90740.0,Urban,50.6,2,Hatchback,5,12,Yes,2,No,Low,No,51-60
EV01906,35,Male,115671.0,Rural,51.9,2,SUV,2,3,Yes,5,Yes,Low,Yes,31-40
EV01907,48,Male,125145.0,Rural,41.0,4,SUV,1,2,Yes,1,Yes,Low,No,41-50
EV01908,67,Male,146613.0,Urban,40.2,3,SUV,6,15,No,3,Yes,Low,No,61-70
EV01909,51,Male,61967.0,Urban,18.5,3,Sedan,5,9,No,1,No,Low,No,51-60
EV01910,29,Male,92744.0,Urban,60.3,3,Sedan,12,8,No,3,No,Low,No,18-30
EV01911,27,Male,96715.0,Suburban,74.0,1,Sedan,2,7,No,2,Yes,High,No,18-30
EV01912,68,Male,108831.0,Urban,55.9,3,SUV,4,13,Yes,3,Yes,Low,No,61-70
EV01913,45,Male,63736.0,Urban,63.2,2,Sedan,13,12,Yes,4,No,Low,No,41-50
EV01914,67,Female,64557.0,Rural,26.4,2,SUV,1,2,Yes,4,Yes,Low,No,61-70
EV01915,55,Male,54607.0,Rural,36.7,2,Truck,2,0,Yes,3,Yes,Low,Yes,51-60
EV01916,40,Female,96300.0,Suburban,50.5,2,Sedan,1,4,Yes,2,Yes,Low,No,31-40
EV01917,34,Male,69691.0,Urban,47.4,1,SUV,2,19,No,4,No,Low,No,31-40
EV01918,39,Male,83023.0,Rural,9.2,4,SUV,0,0,Yes,4,No,Low,No,31-40
EV01919,53,Male,127476.0,Urban,46.5,2,Sedan,13,16,No,5,No,Low,No,51-60
EV01920,50,Male,42736.0,Suburban,59.4,3,Sedan,0,3,Yes,5,Yes,Low,No,41-50
EV01921,59,Female,78391.0,Urban,107.3,2,SUV,3,5,No,5,Yes,Medium,Yes,51-60
EV01922,54,Female,106163.0,Urban,37.1,2,Sedan,2,10,Yes,5,No,Low,No,51-60
EV01923,66,Female,85052.0,Urban,24.4,2,SUV,6,11,No,1,No,Low,No,61-70
EV01924,46,Male,105917.0,Suburban,47.5,2,SUV,2,5,Yes,3,Yes,Low,Yes,41-50
EV01925,49,Male,75216.0,Urban,73.0,2,SUV,11,16,Yes,5,Yes,Low,Yes,41-50
EV01926,63,Female,71065.0,Suburban,59.0,2,Hatchback,2,8,Yes,4,No,Low,No,61-70
EV01927,27,Male,142551.0,Urban,27.0,1,SUV,12,10,No,1,Yes,Low,Yes,18-30
EV01928,47,Male,70712.0,Suburban,74.4,2,Sedan,1,5,Yes,5,Yes,Low,No,41-50
EV01929,45,Female,84708.0,Suburban,27.5,2,Sedan,4,2,Yes,5,Yes,Low,Yes,41-50
EV01930,50,Male,60387.0,Urban,79.4,1,SUV,11,10,Yes,4,No,Low,No,41-50
EV01931,27,Male,109194.0,Urban,37.2,1,SUV,12,8,No,4,Yes,Low,Yes,18-30
EV01932,27,Male,89018.0,Suburban,97.4,1,SUV,2,4,Yes,3,No,Medium,No,18-30
EV01933,56,Male,98583.0,Urban,31.0,1,Sedan,6,15,No,4,No,Medium,No,51-60
EV01934,53,Male,91414.0,Urban,62.7,1,Sedan,7,17,Yes,5,Yes,Low,Yes,51-60
EV01935,46,Male,129909.0,Suburban,50.5,1,Sedan,6,1,Yes,3,Yes,Low,Yes,41-50
EV01936,60,Male,124067.0,Rural,40.2,2,SUV,1,1,Yes,4,Yes,Low,Yes,51-60
EV01937,30,Female,128676.0,Urban,48.0,2,Truck,8,19,Yes,3,Yes,Low,No,18-30
EV01938,67,Female,74766.0,Urban,37.7,2,Sedan,6,16,No,3,Yes,Low,No,61-70
EV01939,43,Male,125372.0,Urban,26.2,2,Hatchback,9,9,No,4,No,Medium,No,41-50
EV01940,36,Female,89096.0,Suburban,16.6,3,Sedan,5,7,Yes,2,Yes,Low,No,31-40
EV01941,47,Female,99586.0,Suburban,5.0,4,SUV,7,9,Yes,4,Yes,Low,No,41-50
EV01942,66,Female,89267.0,Urban,16.1,2,SUV,12,12,No,1,No,Low,No,61-70
EV01943,59,Male,30000.0,Urban,77.0,2,Sedan,8,3,No,2,No,Medium,No,51-60
EV01944,33,Female,100710.0,Urban,13.8,1,SUV,7,17,No,4,No,Low,No,31-40
EV01945,34,Male,30000.0,Urban,60.1,2,SUV,3,17,No,4,Yes,Medium,No,31-40
EV01946,56,Male,106276.0,Rural,41.2,1,Sedan,0,3,Yes,4,No,Low,No,51-60
EV01947,57,Female,143025.0,Urban,5.0,2,Sedan,9,8,No,3,Yes,Low,Yes,51-60
EV01948,65,Female,70189.0,Urban,68.5,2,SUV,11,13,No,1,No,Low,No,61-70
EV01949,29,Female,115447.0,Suburban,67.8,4,Sedan,1,8,No,3,Yes,Medium,No,18-30
EV01950,61,Male,85833.0,Rural,62.8,2,Sedan,0,3,Yes,4,Yes,Low,No,61-70
EV01951,59,Male,30000.0,Rural,36.5,1,SUV,1,2,Yes,2,Yes,Low,No,51-60
EV01952,67,Male,115325.0,Rural,56.5,1,Sedan,1,2,Yes,5,No,Low,Yes,61-70
EV01953,59,Male,78840.0,Suburban,5.0,1,SUV,0,7,Yes,1,No,Low,No,51-60
EV01954,67,Female,84535.0,Suburban,67.7,1,Sedan,4,8,Yes,3,Yes,Low,No,61-70
EV01955,42,Male,143524.0,Suburban,10.1,3,Sedan,0,9,Yes,5,Yes,Low,No,41-50
EV01956,33,Female,81264.0,Rural,62.8,1,Sedan,0,0,Yes,5,Yes,Low,Yes,31-40
EV01957,61,Female,100480.0,Suburban,81.9,2,SUV,4,5,Yes,2,Yes,Low,Yes,61-70
EV01958,56,Female,160553.0,Urban,5.0,1,SUV,4,3,Yes,3,No,Low,No,51-60
EV01959,44,Male,30000.0,Urban,77.2,2,SUV,7,8,No,3,Yes,Medium,No,41-50
EV01960,38,Male,116212.0,Suburban,31.7,1,Sedan,1,4,Yes,4,Yes,Low,Yes,31-40
EV01961,60,Male,57865.0,Urban,37.2,2,Hatchback,6,8,Yes,5,Yes,Low,Yes,51-60
EV01962,39,Female,142385.0,Urban,25.9,1,SUV,10,8,Yes,1,Yes,Low,Yes,31-40
EV01963,31,Female,70492.0,Urban,57.7,2,SUV,14,8,No,5,No,Low,No,31-40
EV01964,68,Female,107091.0,Urban,41.6,2,Sedan,12,5,No,2,Yes,Medium,No,61-70
EV01965,69,Female,130680.0,Suburban,49.7,4,SUV,3,8,Yes,4,Yes,Low,Yes,61-70
EV01966,49,Male,76862.0,Suburban,50.4,1,SUV,6,1,Yes,1,Yes,Low,No,41-50
EV01967,56,Male,105005.0,Rural,72.3,1,Sedan,2,2,Yes,1,Yes,Low,No,51-60
EV01968,34,Female,115005.0,Rural,96.6,2,Sedan,1,0,No,1,No,High,No,31-40
EV01969,56,Other,98809.0,Urban,33.0,3,Sedan,2,13,Yes,4,No,Low,No,51-60
EV01970,37,Male,124192.0,Urban,26.9,1,SUV,4,12,Yes,3,No,Low,No,31-40
EV01971,36,Female,92180.0,Urban,23.3,3,SUV,4,12,Yes,1,No,Low,No,31-40
EV01972,50,Female,44559.0,Urban,24.2,1,Sedan,13,13,No,1,No,Low,No,41-50
EV01973,46,Female,38250.0,Suburban,21.0,2,Sedan,3,2,No,2,Yes,Low,No,41-50
EV01974,46,Male,33790.0,Suburban,46.5,1,Sedan,5,7,Yes,4,Yes,Low,No,41-50
EV01975,38,Male,30853.0,Urban,40.2,2,SUV,8,11,Yes,1,Yes,Low,No,31-40
EV01976,29,Female,113935.0,Suburban,30.2,3,Sedan,2,6,Yes,1,Yes,Low,No,18-30
EV01977,44,Female,84708.0,Suburban,35.4,2,Sedan,5,6,Yes,1,Yes,Low,No,41-50
EV01978,27,Male,105955.0,Urban,71.2,1,Sedan,5,8,No,3,Yes,Medium,No,18-30
EV01979,31,Male,86137.0,Suburban,11.8,2,SUV,2,3,No,5,Yes,Low,Yes,31-40
EV01980,34,Male,86418.0,Urban,18.6,1,Hatchback,8,7,No,4,No,Medium,No,31-40
EV01981,52,Female,142796.0,Suburban,42.5,1,SUV,6,8,Yes,3,No,Low,No,51-60
EV01982,60,Male,78168.0,Rural,57.7,3,Hatchback,0,0,Yes,2,Yes,Low,No,51-60
EV01983,58,Male,41635.0,Urban,40.2,2,Sedan,14,12,No,4,Yes,Low,Yes,51-60
EV01984,67,Female,83086.0,Rural,76.2,1,SUV,1,3,No,5,No,Medium,No,61-70
EV01985,58,Female,102030.0,Urban,30.9,3,Sedan,3,9,No,4,Yes,Medium,No,51-60
EV01986,54,Male,107852.0,Urban,69.6,1,Truck,3,17,Yes,2,No,Low,No,51-60
EV01987,64,Male,63194.0,Suburban,32.0,1,Truck,5,3,Yes,3,Yes,Low,Yes,61-70
EV01988,25,Male,88616.0,Urban,22.5,3,Sedan,11,9,No,5,Yes,Medium,No,18-30
EV01989,66,Female,61337.0,Suburban,16.1,1,Hatchback,0,1,No,4,Yes,Medium,No,61-70
EV01990,26,Female,88726.0,Urban,64.4,1,Hatchback,8,3,Yes,3,Yes,Low,Yes,18-30
EV01991,42,Male,133964.0,Rural,77.2,2,Sedan,1,1,Yes,1,Yes,Low,No,41-50
EV01992,32,Male,166791.0,Urban,5.0,1,Sedan,13,4,No,2,Yes,Low,No,31-40
EV01993,68,Female,64488.0,Rural,91.4,2,Sedan,2,0,Yes,3,Yes,Medium,No,61-70
EV01994,26,Male,74923.0,Suburban,5.0,1,Sedan,2,6,Yes,3,Yes,Low,Yes,18-30
EV01995,48,Male,84205.0,Urban,31.3,2,Hatchback,5,17,Yes,5,Yes,Low,Yes,41-50
EV01996,65,Male,57948.0,Suburban,11.2,2,SUV,2,8,Yes,2,Yes,Low,No,61-70
EV01997,41,Other,44021.0,Urban,36.1,1,Sedan,8,11,No,5,Yes,Low,No,41-50
EV01998,51,Male,110516.0,Urban,60.9,2,Truck,9,11,Yes,3,Yes,Low,Yes,51-60
EV01999,62,Male,119658.0,Suburban,47.3,3,Sedan,5,3,No,5,Yes,Low,Yes,61-70
EV02000,59,Female,86664.0,Urban,8.5,1,SUV,9,16,No,3,Yes,Low,Yes,51-60
EV02001,28,Male,55313.0,Urban,40.2,3,Sedan,13,13,No,2,No,Low,No,18-30
EV02002,38,Other,41432.0,Urban,29.2,1,Truck,9,4,No,3,Yes,Low,Yes,31-40
EV02003,45,Male,99265.0,Urban,5.0,4,Sedan,14,4,No,3,Yes,Low,No,41-50
EV02004,25,Male,69235.0,Rural,40.4,1,Sedan,2,3,Yes,5,Yes,Low,No,18-30
EV02005,62,Female,50983.0,Suburban,32.1,3,SUV,1,7,No,3,No,Medium,No,61-70
EV02006,54,Female,74056.0,Urban,29.5,3,Sedan,7,15,No,2,No,Low,No,51-60
EV02007,50,Male,84708.0,Suburban,35.6,1,Sedan,6,7,Yes,4,Yes,Low,Yes,41-50
EV02008,42,Male,132822.0,Suburban,59.8,1,SUV,7,7,Yes,5,No,Low,No,41-50
EV02009,47,Female,154839.0,Urban,57.7,1,Sedan,7,7,No,3,Yes,Medium,No,41-50
EV02010,68,Female,97077.0,Suburban,71.8,1,Sedan,0,1,Yes,1,Yes,Medium,No,61-70
EV02011,64,Male,119928.0,Suburban,48.1,1,Sedan,5,3,No,5,No,Low,No,61-70
EV02012,56,Other,98424.0,Urban,62.2,2,SUV,9,12,No,5,No,Low,Yes,51-60
EV02013,60,Other,79150.0,Suburban,21.3,2,SUV,1,1,Yes,4,No,Low,No,51-60
EV02014,68,Male,73311.0,Urban,76.0,1,Sedan,8,16,No,3,Yes,Medium,No,61-70
EV02015,44,Male,55805.0,Urban,12.6,2,SUV,6,7,Yes,5,Yes,Low,Yes,41-50
EV02016,32,Male,141034.0,Urban,33.5,1,Truck,3,16,Yes,5,No,Low,Yes,31-40
EV02017,33,Male,32791.0,Suburban,24.9,1,Hatchback,2,1,No,5,Yes,Medium,No,31-40
EV02018,36,Other,68598.0,Urban,49.7,2,Sedan,2,9,No,3,No,Low,No,31-40
EV02019,51,Female,89340.0,Rural,40.2,2,Sedan,0,1,No,5,No,Medium,No,51-60
EV02020,61,Male,73536.0,Rural,30.6,1,Sedan,2,0,Yes,1,Yes,Low,No,61-70
EV02021,27,Female,84708.0,Rural,47.1,2,Truck,0,3,No,5,Yes,Medium,Yes,18-30
EV02022,41,Male,105025.0,Suburban,28.0,1,SUV,3,7,Yes,5,No,Low,No,41-50
EV02023,25,Male,119512.0,Suburban,27.3,2,SUV,5,7,Yes,5,Yes,Low,Yes,18-30
EV02024,33,Male,132284.0,Urban,43.4,1,SUV,13,8,No,5,Yes,Low,Yes,31-40
EV02025,40,Female,86077.0,Urban,27.5,2,Sedan,8,9,No,3,No,Low,No,31-40
EV02026,26,Male,66522.0,Suburban,57.2,1,Truck,3,8,Yes,1,Yes,Low,No,18-30
EV02027,26,Male,131444.0,Suburban,73.4,3,Sedan,3,5,No,3,No,Medium,No,18-30
EV02028,67,Other,116365.0,Urban,59.5,1,Sedan,10,13,Yes,1,Yes,Low,No,61-70
EV02029,53,Female,92776.0,Suburban,32.3,1,Sedan,6,4,Yes,4,Yes,Low,Yes,51-60
EV02030,51,Female,82696.0,Urban,38.6,2,SUV,7,12,Yes,5,Yes,Low,Yes,51-60
EV02031,65,Male,50509.0,Rural,5.0,1,Truck,1,2,No,1,No,Low,No,61-70
EV02032,60,Male,128128.0,Suburban,62.8,2,Sedan,5,3,Yes,4,Yes,Low,No,51-60
EV02033,46,Male,112352.0,Rural,32.0,3,Truck,0,0,Yes,4,Yes,Low,Yes,41-50
EV02034,48,Female,74656.0,Urban,41.2,2,Sedan,6,14,No,1,No,Low,No,41-50
EV02035,25,Male,43012.0,Rural,84.6,2,Sedan,1,0,Yes,3,Yes,Low,No,18-30
EV02036,45,Male,63341.0,Urban,63.7,1,SUV,10,8,No,3,No,Low,No,41-50
EV02037,46,Female,63869.0,Urban,34.3,3,SUV,8,11,Yes,1,No,Low,No,41-50
EV02038,68,Female,30000.0,Rural,54.2,2,SUV,1,3,Yes,4,No,Low,No,61-70
EV02039,62,Female,110160.0,Suburban,57.1,1,Sedan,1,8,Yes,4,Yes,Low,No,61-70
EV02040,50,Male,85853.0,Suburban,23.6,1,SUV,2,5,Yes,3,No,Low,No,41-50
EV02041,57,Male,30000.0,Urban,45.7,2,Sedan,6,11,Yes,3,Yes,Low,No,51-60
EV02042,27,Female,30983.0,Suburban,5.0,2,SUV,2,8,Yes,2,Yes,Low,No,18-30
EV02043,27,Female,30000.0,Rural,10.0,1,SUV,2,2,Yes,3,No,Low,No,18-30
EV02044,66,Male,98477.0,Urban,53.3,4,Sedan,10,5,No,3,Yes,Medium,No,61-70
EV02045,27,Male,114772.0,Suburban,47.8,1,SUV,0,5,Yes,4,Yes,Low,Yes,18-30
EV02046,25,Female,60748.0,Rural,72.9,2,SUV,0,0,Yes,1,Yes,Low,No,18-30
EV02047,51,Male,130693.0,Suburban,63.1,2,Sedan,4,4,No,3,No,Medium,No,51-60
EV02048,51,Male,57369.0,Urban,63.5,1,Sedan,13,3,No,1,Yes,Low,No,51-60
EV02049,31,Male,147931.0,Suburban,29.4,2,SUV,0,9,Yes,5,No,Low,No,31-40
EV02050,68,Male,78569.0,Suburban,43.9,2,SUV,5,9,No,3,No,Medium,No,61-70
EV02051,63,Female,30000.0,Suburban,71.0,2,Sedan,2,9,Yes,5,No,Low,No,61-70
EV02052,50,Male,84708.0,Suburban,33.5,1,SUV,7,7,Yes,5,Yes,Low,Yes,41-50
EV02053,55,Female,132225.0,Urban,25.8,2,SUV,12,5,No,2,No,Medium,No,51-60
EV02054,45,Female,84708.0,Urban,22.4,2,SUV,5,7,No,2,Yes,Low,No,41-50
EV02055,45,Male,116173.0,Urban,41.7,1,Sedan,11,6,Yes,2,Yes,Low,Yes,41-50
EV02056,45,Female,75499.0,Suburban,34.3,2,Hatchback,6,5,No,1,Yes,Medium,No,41-50
EV02057,34,Male,30000.0,Suburban,53.7,3,SUV,3,9,Yes,2,Yes,Low,No,31-40
EV02058,32,Female,127707.0,Urban,43.8,2,SUV,5,9,Yes,5,Yes,Low,Yes,31-40
EV02059,27,Male,76289.0,Urban,46.6,1,Truck,4,12,No,5,Yes,Medium,No,18-30
EV02060,64,Female,51954.0,Urban,31.3,2,SUV,9,5,No,2,No,Medium,No,61-70
EV02061,61,Male,52956.0,Urban,56.1,2,SUV,12,3,No,2,Yes,High,No,61-70
EV02062,63,Male,138567.0,Suburban,65.3,2,Sedan,2,8,Yes,4,No,Low,No,61-70
EV02063,42,Male,85159.0,Suburban,74.2,2,SUV,5,1,No,3,Yes,Medium,No,41-50
EV02064,26,Female,41411.0,Urban,40.1,1,SUV,12,12,No,4,Yes,Low,No,18-30
EV02065,30,Male,83810.0,Suburban,45.8,1,SUV,2,5,Yes,1,No,Low,No,18-30
EV02066,32,Male,57995.0,Urban,60.4,2,Hatchback,2,6,Yes,2,Yes,Low,No,31-40
EV02067,43,Male,30000.0,Suburban,32.7,2,SUV,4,8,Yes,4,Yes,Low,No,41-50
EV02068,34,Male,111775.0,Suburban,55.7,4,Sedan,1,3,Yes,5,No,Low,No,31-40
EV02069,54,Female,78800.0,Urban,40.5,2,Sedan,10,11,No,1,No,Medium,No,51-60
EV02070,30,Female,54469.0,Rural,90.4,1,Sedan,2,1,No,4,Yes,High,No,18-30
EV02071,52,Male,90977.0,Suburban,36.6,1,Truck,0,3,Yes,3,Yes,Low,No,51-60
EV02072,61,Female,48171.0,Suburban,50.6,3,Sedan,3,6,Yes,2,No,Low,No,61-70
EV02073,52,Female,99767.0,Urban,60.8,2,Hatchback,4,10,No,5,Yes,Low,Yes,51-60
EV02074,67,Female,83859.0,Urban,9.9,1,SUV,6,19,No,3,Yes,Low,No,61-70
EV02075,39,Female,104216.0,Suburban,25.7,2,Sedan,7,3,Yes,3,Yes,Low,No,31-40
EV02076,46,Male,61996.0,Rural,5.0,1,SUV,2,1,Yes,1,Yes,Low,No,41-50
EV02077,40,Male,67817.0,Suburban,32.9,2,Sedan,3,8,Yes,4,No,Low,No,31-40
EV02078,58,Male,57993.0,Urban,5.0,3,Hatchback,14,4,No,1,Yes,Low,No,51-60
EV02079,66,Male,73225.0,Urban,21.0,2,Truck,9,9,Yes,3,No,Low,No,61-70
EV02080,35,Female,88155.0,Suburban,55.2,2,Sedan,5,9,Yes,5,No,Low,No,31-40
EV02081,57,Female,133026.0,Suburban,27.7,1,SUV,7,5,Yes,5,Yes,Low,Yes,51-60
EV02082,50,Female,54065.0,Suburban,53.1,3,Sedan,0,6,Yes,4,No,Low,No,41-50
EV02083,53,Female,80728.0,Rural,31.8,1,Hatchback,2,3,Yes,3,No,Low,No,51-60
